Click to return to Instruction Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hospital ID,Year,Hospital,street address,City,Zip Code,Health Service Area,Hospital Planning Area,County,Ownership Type,Ownership Detail,Specialized Hospital Characteristics,,Hospital Classification,,,,Administrator,,,,Date Received,Contact Person,,,,Hospital Operator,Physical Plant Owner,Management Contracts,,,Facility Comments,Agency Comments Displayed on Facility Profiles,Data Certification,,,Community Health Needs Assessment
1271,2016,Little Company of Mary Hospital,2800 West 95th Street,Evergreen Park,60805,7,A-04,Cook,Church-Related,,,,General Hospital,,,,Dennis A. Reilly,President and CEO,708-229-5004,dreilly@lcmh.org,3/17/17,Brenda Pulliam,Director Medical Record Dept,708-229-5205,bpulliam@lcmh.org,American Province of the Little Company of Mary Si,Little Company of Mary Hospital,,,,,,Brenda Pulliam,Director Medical Record Dept,3/17/17,LCMH.HEALTHFORECAST.NET
1289,2016,Loretto Hospital,645 South Central Avenue,Chicago,60644,6,A-02,Cook,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,Dr. Sonia Mehta,Chief Executive Officer,773-854-5000,sonia.mehta@lorettohospital.org,3/17/17,Olu Ayeni,Performance Improvement Manager,773-854-5336,olu.ayeni@lorettohospital.org,LORETTO HOSPITAL BOARD OF TRUSTEES,501c3,,,Horizon Emergency Physician's Group,,,Olu Ayeni,Performance Improvement Manager,3/17/17,
5249,2016,Louis A. Weiss Memorial Hospital,4646 North Marine Drive,Chicago,60640,6,A-01,Cook,For Profit Corporation,,,,,,,,Jeff Wright,CFO,773-564-7086,jewright@weisshospital.com,3/24/17,Kristin MacCallum,Director of Reimbursement,708-783-3371,Kmaccall@macneal.com,VHS Acquisition Subsidiary Number 3,VHS Acquisition Subsidiary Number 3,,,,,,Kristin MacCallum,Director of Reimbursement,3/24/17,
5801,2016,Loyola University Medical Center,2160 South 1st Avenue,Maywood,60153,7,A-06,Cook,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,Larry M. Goldberg,President/CEO,(708) 216-3215,lgoldberg@lumc.edu,3/17/17,Stephen J Piniuta Jr.,Manager of StrategY,(708) 216-7932,spiniut@lumc.edu,Loyola University Health System,Loyola University Health System,,,,,,Jon Geise,Director of Strategy,3/17/17,https://www.loyolamedicine.org/community-benefits
5082,2016,MacNeal Hospital,3249 South Oak Park Avenue,Berwyn,60402,7,A-06,Cook,For Profit Corporation,,,,,,,,M.E. Cleary,CEO,708-783-5378,mecleary@vhschicago.com,3/22/17,Jennifer Farnbauch Lamont,CFO,708-783-2997,jfarnbau@VHSChicago.com,VHS of Illinois DBA MacNeal Hospital,VHS of Illinois DBA MacNeal Hospital,,,,,,Kristin MacCallum,Director of Reimbursement,3/22/17,
1388,2016,Marshall Browning Hospital,900 North Washington,DuQuoin,62832-0192,5,F-07,Perry,Not for Profit Corporation (Not Church-Related),,Critical Access Hospital,,General Hospital,,,,Daniel Eaves,Chief Executive Officer,618-542-1042,daniel.eaves@mbhdq.com,3/23/17,Heather Kattenbraker,Executive Assistant,618-542-1042,heather.kattenbraker@mbhdq.com,Marshall Browning Hospital,Marshall Browning Hospital,,,"Integritas Emergency Physician Services, LLC",,,Heather Kattenbraker,Executive Assistant,3/23/17,www.marshallbrowninghospital.com/docs/marshall_browning_hospital_CHNA.pdf
1412,2016,Mason District Hospital,615 North Promenade,Havana,62644-0530,3,E-01,Mason,Hospital District,,Critical Access Hospital,,,,,,Robert J. Stolba,CEO,309-543-8104,b-stolba@masondistricthospital.org,3/20/17,Robert J. Stolba,CEO,309-543-8104,b-stolba@masondistricthospital.org,MASON HOSPITAL DISTRICT,MASON HOSPITAL DISTRICT,,,,,,Robert J. Stolba,CEO,3/20/17,
1420,2016,Massac Memorial Hospital,28 Chick Street,Metropolis,62960-0850,5,F-06,Massac,Hospital District,,Critical Access Hospital,,General Hospital,,,,RICHARD GOINS,INTERIM CHIEF EXECUTIVE OFFICER,618-524-2176,RGOINS@MASSACHEALTH.ORG,3/16/17,Randall Rushing,CHIEF FINANCIAL OFFICER,618-524-2176,rrushing@massachealth.org,MASSAC COUNTY HOSPITAL DISTRICT DBA MASSAC MEMORIA,MASSAC COUNTY HOSPITAL DISTRICT DBA MASSAC MEMORIA,,,,,,RANDALL RUSHING,CHIEF FINANCIAL OFFICER,3/16/17,
1438,2016,McDonough District Hospital,525 East Grant Street,Macomb,61455,2,C-04,McDonough,Hospital District,,,,General Hospital,,,,Kenny Body,CEO,(309)833-4101,kdboyd@mdh.org,3/15/17,Sherri Hitchcock,Financial Analyst,(309)836-1518,slhitchcock@mdh.org,McDonough County Hospital District,McDonough County Hospital District,Horizon Health,,,,,Sherri Hitchcock,Financial Analyst,3/15/17,
1461,2016,Memorial Hospital,4500 Memorial Drive,Belleville,62226-5399,11,F-01,St. Clair,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,Mark Turner,President,618-257-5641,mturner@memhosp.com,3/16/17,Michael McManus,Chief Operating Officer,618-257-5641,mmcmanus@memhosp.com,"Protestant Memorial Medical Center, Inc.","Protestant Memorial Medical Center, Inc.",,,"CEP America-Illinois, LLP",,,Mike McManus,Chief Operating Officer,3/17/17,www.memhosp.com/msD/Uploads/2016_community_health_needs_assessment.pdf
5611,2016,Memorial Hospital,1454 North County Road 2050,Carthage,62321,3,E-05,Hancock,Not for Profit Corporation (Not Church-Related),,Critical Access Hospital,,General Hospital,,,,Ada Bair,Chief Executive Officer,217-357-8566,abair@mhtlc.org,3/14/17,Shelly Fox,Executive Assistant,217-357-8562,sfox@mhtlc.org,Memorial Hospital Association,Memorial Hospital Association,Diamond Healthcare Services,Advance Physical Therapy of Hancock County,"AIMS of Carthage, Inc.",,,Shelly Fox,Executive Assistant,3/14/17,www.mhtlc.org
1495,2016,Memorial Hospital,1900 State Street,Chester,62233-1116,5,F-07,Randolph,Hospital District,,Critical Access Hospital,,General Hospital,,,,Brett A. Bollmann,CEO,618-826-4581 ext. 1298,bbollmann@mhchester.com,3/7/17,Morgan Bendorf,Accountant,618-826-4581 ext. 1463,mbendorf@mhchester.com,Randolph Hospital District dba Memorial Hospital,Randolph Hospital District dba Memorial Hospital,,Rehab Care,NES Illinois Inc.,,,Brett A. Bollmann,CEO,3/7/17,
6049,2016,Memorial Hospital East,1404 Cross Street,Shiloh,62269,11,F-01,St. Clair,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,Mark Turner,President,618-257-5642,mturner@memhosp.com,3/16/17,Ruth Holmes,Administrator,618-607-3200,rholmes@memhosp.com,"Metro-East Services, Inc.","Metro-East Services, Inc.",,,"CEP America-Illinois, LLP",,,Ruth Holmes,"Administrator, Memorial Hospital East",3/16/17,"Memorial Hospital East opened April, 2016 - No assessment available yet"
0513,2016,Memorial Hospital Of Carbondale,405 West Jackson Street,Carbondale,62901,5,F-07,Jackson,Not for Profit Corporation (Not Church-Related),,,,,,,,Bart Millstead,VP and Administrator,618-549-0721 x65110,bart.millstead@sih.net,3/9/17,Cathy Blythe,"System Manager, Planning and Physician Recruitment",618-457-5200 x67963,cathy.blythe@sih.net,Southern Illinois Hospital Services,Southern Illinois Hospital Services,,Rehabilitation Institute of Chicago,,,,Cathy Blythe,"System Manager, Planning and Physician Recruitment",3/9/17,http://www.sih.net/documents/comm_benefits/chna/SIHCHNA2015-FINAL.pdf
1487,2016,Memorial Medical Center,701 North First Street,Springfield,62781,3,E-01,Sangamon,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,Edgar J. Curtis,CEO,217-788-5450,curtis.ed@mhsil.com,3/17/17,Michael Curtis,"System Director, Business Development & Planning",217-727-4281,curtis.michael@mhsil.com,Memorial Medical Center,Memorial Medical Center,,,,,,Mitchell L. Johnson,Senior VP & Chief Strategy Officer,3/17/17,www.choosememorial.org/Community-Health-Needs-Assessment
5819,2016,Mendota Community Hospital d/b/a OSF Saint Paul Me,1401 E. 12th Street,Mendota,61342,2,C-02,LaSalle,Church-Related,,Critical Access Hospital,,General Hospital,,,,Jennifer A. Junis,President,815-539-1464,Jennifer.A.Junis@osfhealthcare.org,3/20/17,Brenda Grobe,Executive Assistant,815-539-1607,Brenda.L.Grobe@osfhealthcare.org,Mendota Community Hospital d/b/a OSF Saint Paul Me,Mendota Community Hospital d/b/a OSF Saint Paul Me,,,"er doctors, LTD",,,Jennifer A. Junis,President,3/14/17,https://www.osfhealthcare.org/about/community-health/
4911,2016,Mercy Harvard Memorial Hospital,901 South Grant Street,Harvard,60033,8,A-10,McHenry,Not for Profit Corporation (Not Church-Related),,Critical Access Hospital,,General Hospital,,,,"Jeni Hallatt, MHA, FACHE",Vice President,608-756-6746,JHallatt@mhemail.org,3/21/17,Sue Schrieber,Vice President,815-971-6763,SSchrieber@mhemail.org,"Mercy Harvard Hospital, Inc.","Mercy Harvard Hospital, Inc.",,,,"1. Question IIIA asks for the number of dedicated and non-dedicated procedure rooms.  We have one non-dedicated multipurpose room that is used for pain management procedures, GI procedures, and spinal taps.  The volume breakout is as follows:                   Inpt Cases    Outpt Cases   Inpt Hours   Outpt Hours   Total Hours  
                                GI                 6                      233                     5                        144                 149  
                             Pain               0                      255                     0                         153                153   
                       Spinal Tap         0                          4                      0                             4                     4    
                             Total              6                     492                      5                         301                306     
2. Question IV.h. asks for number of total births.  Although we do not have a labor and delivery unit, we did have two live births in our emergency department.     3. Question XII.A.1. asks for the number of inpatient and outpatient general radiography/fluoroscopy exams/procedures.  Our reported number of “outpatient” general radiology/fluoroscopy exams/procedures represents both in- and outpatient volumes.    4. Question XII.A.5. asks for the number of inpatient and outpatient CT Tomography exams/procedures.  Our reported number of 'outpatient' CT Tomography exams/procedures represents both in- and outpatient volume.",,Jeni Hallatt,Vice President,3/17/17,https://mercyhealthsystem.org/document-library/mchenry-county-community-needs-assessment/
1578,2016,Mercy Hospital & Medical Center,2525 South Michigan Avenue,Chicago,60616-2477,6,A-03,Cook,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,Carol Schneider,CEO,312-567-2100,Carol.Schneider@mercy-chicago.org,3/20/17,Deidre Watts,Director of Financial Planning and Analysis,312-567-2346,Deidre.Watts@mercy-chicago.org,Mercy Hospital and Medical Center,Mercy Hospital and Medical Center,Synergy Behavioral Healthcare,Rehab Care,US Acute Care,,,Deidre Watts,Director of Financial Planning and Analysis,3/20/17,
0125,2016,Methodist Hospital of Chicago,5025 North Paulina Street,Chicago,60640,6,A-01,Cook,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,JOSEPH CHANDY,ADMINISTRATOR,7739891334,JCHANDY@BETHANYMETHODIST.ORG,3/16/17,James Gregory,CONTROLLER,7739891469,JGREGORY@BETHANYMETHODIST.ORG,BETHANY HOMES AND METHODIST HOSPITAL,BETHANY HOMES AND METHODIST HOSPITAL,,COMPREHENSIVE CONSULTING SERVICES,,,,James,Gregory,3/16/17,
1594,2016,Methodist Medical Center,221 Northeast Glen Oak,Peoria,61636,2,C-01,Peoria,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,Deborah R. Simon,CEO,309-672-5929,Debbie.Simon@unitypoint.org,3/24/17,Terry Waters,"VP, Regional Strategy & Develoment",309-672-4521,Terry.Waters@unitypoint.org,Methodist Health Services Corporation,Methodist Health Services Corporation,,,,NOTE:  Lithotripsy treatments are no longer broken out individually but are lumped into Urology Surgical Cases so cannot obtain number.  Thank you.,,Terry Waters,"VP, Strategy & Development",3/24/17,http://www.unitypoint.org/peoria/filesimages/about/TriCountyCHNA05_23_16.pdf
5835,2016,MetroSouth Medical Center,12935 South Gregory Street,Blue Island,60406,7,A-04,Cook,Limited Liability Company,,,,,,,,John Baird,CEO,708-597-2000 EXT 5201,john_baird@metrosouthmedicalcenter.com,3/16/17,Donald Lovelace,CFO,708-824-4521,dlovelace@metrosouthmedicalcenter.com,BLUE ISLAND HOSPITAL COMPANY LLC,BLUE ISLAND HOSPITAL COMPANY LLC,,,APOLLO MEDICAL GROUP,,,Donald Lovelace,CFO,3/16/17,
5488,2016,Midwest Medical Center,One Medical Center Dr.,Galena,61036,1,B-02,Jo Daviess,Not for Profit Corporation (Not Church-Related),,Critical Access Hospital,,General Hospital,,,,Tracy Bauer,CEO/President,815-776-7266,tbauer@midwestmedicalcenter.org,3/15/17,Marie Wamsley,Chief Financial Officer,815-776-7277,mwamsley@midwestmedicalcenter.org,Midwest Medical Center,Midwest Medical Center,Freeport Health Network,,,,,Marie A. Wamsley,Chief Financial Officer,3/15/17,http://www.midwestmedicalcenter.org/wordpress/wp-content/uploads/2013/09/Community-Health-Needs-Assessment-2013.pdf
2956,2016,Midwestern Regional Medical Center,2520 Elisha Avenue,Zion,60099,8,A-09,Lake,For Profit Corporation,,,,,,,,Scott Jones,President & CEO,847-872-6300,scott.jones@ctca-hope.com,3/18/17,Phillip Kaufman,VP of Finance,847-746-4282,phil.kaufman@ctca-hope.com,"Midwestern Regional Medical Center, Inc",Northern Illinois Medical Properties,,,Zion Interim Staffing,,,Phillip L Kaufman,VP of Finance,3/17/17,
1628,2016,Morris Hospital & Healthcare Centers,150 West High Street,Morris,60450,9,A-13,Grundy,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,Mark Steadham,President & CEO,815-942-2932  Ext. # 1441,Msteadham@morrishospital.org,3/16/17,John E Roundtree,Planning Manager,815-942-2932  Ext. # 7501,jroundtree@morrishospital.org,Morris Hospital,Morris Hospital,,,,Page 7:  There was one Pulmonary procedure done in our surgical suites.  This procedure is reported in the 'Thoracic' category.    Page 8:  We are reporting 'Pulmonary' procedures under 'Multipurpose Procedure Rooms'.  These are pulmonary procedures performed in our Endoscopy Lab (GI Lab).  There is not an actual 'Pulmonary' room.    Page 11: Question XII.A:  10. Linear Accelerators:  The number of treatment courses in Line 10 is conventional treatment.  10A. is IGRT courses of treatment which is included in the line 10B.  10B. is IMRT courses of treatment which in not included in line 10.,,John Roundtree,Planning Manager,3/16/17,http://www.morrishospital.org/about-us/community-health-needs-assessment/
1636,2016,Morrison Community Hospital,303 North Jackson Street,Morrison,61270,1,B-03,Whiteside,Hospital District,,Critical Access Hospital,,General Hospital,,,,Pam Pfister,CEO,(815) 772-5530,ppfister@mchstaff.com,3/20/17,Cami Megli,CFO,(815) 772-5533,cmegli@mchstaff.com,Morrison Community Hospital District,Morrison Community Hospital District,,,,,,Cami Megli,CFO,3/20/17,
1644,2016,Mount Sinai Hospital Medical Center,2750 W. 15th Street,Chicago,60608,6,A-02,Cook,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,Loren Chandler,"President, Mount Sinai Hospital",7732575658,loren.chandler@sinai.org,4/7/17,Paul Berrini,"Director, Strategy",7732576441,paul.berrini@sinai.org,Mount Sinai Hospital Medical Center,Sinai Health System,,,,,,Paul Berrini,"Director, Strategy",4/7/17,http://www.sinai.org/sites/default/files/MSH%20CHNA_Final.pdf
1701,2016,Northwest Community Hospital,800 West Central Road,Arlington Heights,60005,7,A-07,Cook,Other Not For Profit (specify below),,,,General Hospital,,,,Steve Scogna,CEO,847-618-5007,sscogna@nch.org,3/16/17,Amie Solber,Senior Decision Support Analyst,847-6184377,asolber@nch.org,Northwest Community Hospital,Northwest Community Hospital,Linden Oaks,Rehab Care,CEP America,,,Steve Scogna,CEO,3/16/17,http://www.nch.org/about-nch/community-services/community-health-needs-assessment
5470,2016,Northwestern Kishwaukee Hospital,One Kish Hospital Drive,DeKalb,60115-0707,1,B-04,DeKalb,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,Kevin Poorten,President,815-756-1521 x. 153323,kpoorten@kishhealth.org,3/20/17,David Huffman,"Manager, Decision Support",630-933-3523,David.Huffman@nm.org,Northwestern Kishwaukee Hospital,Northwestern Kishwaukee Hospital,,,,,,David Huffman,"Manager, Decision Support",3/20/17,http://www.kishhealth.org/app/files/public/1767/2015-kishwaukee-chna-summary-all.pdf
5660,2016,Northwestern Lake Forest Hospital,660 North Westmoreland Road,Lake Forest,60045,8,A-09,Lake,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,Thomas J McAfee,President,847-535-6003,tmcafee@nm.org,3/27/17,Jenny Dunlap,Manager Finance Decision Support,312-926-0558,jennifer.millard@nm.org,Northwestern Lake Forest Hospital,Northwestern Lake Forest Hospital,,,,"Add-on codes were removed for reporting of all Diagnostic, Interventional Radiation Therapies and Breast Imaging procedures.  Outpatient visits/registrations include ED visits for the CY2016 submission; these were not included last year (Page 10).  Lab st",,Thomas J Mcafee,President,3/27/17,https://www.nm.org/sites/default/files/NLFH_Community_Health_Needs_Assessment_2012.pdf
3228,2016,Northwestern Marianjoy Rehabilitation Center,26 West 171 Roosevelt Road,Wheaton,60187,7,A-05,DuPage,Not for Profit Corporation (Not Church-Related),,,,,Rehabilitation Hospital,,,Kathleen Yosko,President,630-542-7165,kathleen.yosko@nm.org,3/17/17,Jake Klopfenstein,Senior Financial Analyst,312-9268615,jake.klopfenstein@nm.org,"Northwestern Marianjoy, Inc.","Northwestern Marianjoy, Inc.",,,,,,David Huffman,Manager Decision Support,3/17/17,
3251,2016,Northwestern Memorial Hospital,"211 East Ontario, Suite 1400",Chicago,60611,6,A-01,Cook,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,Julie Creamer,"President, Northwestern Memorial Hospital",312-926-6459,Julie.Creamer@nm.org,3/27/17,Jennifer Dunlap,"Manager, Decision Support-Finance",312-926-0558,Jennifer.Millard@nm.org,Northwestern Memorial Hospital,Northwestern Memorial Hospital,,,,-Neonatal NICU Level III encounters with days outside of NICU Level IV were removed from both the Utilization and Race & Ethnicity sections of the Survey.    -Outpatient visits/registrations include ED visits for the CY2016 submission; these were not incl,,Jennifer Dunlap,"Manager, Decision Support - Finance",3/27/17,http://community.nm.org/
4690,2016,Northwestern Valley West Hospital,1302 North Main Street,Sandwich,60548,1,B-04,DeKalb,Not for Profit Corporation (Not Church-Related),,Critical Access Hospital,,General Hospital,,,,Kevin Poorten,President,815-756-1521 x. 153323,kpoorten@kishhealth.org,3/20/17,David Huffman,"Manager, Decision Support",630-933-3523,david.huffman@nm.org,Notherwestern Valley West Hospital,Notherwestern Valley West Hospital,,,,,,David Huffman,"Manager, Decision Support",3/20/17,http://www.kishhealth.org/app/files/public/1768/2015-valley-west-chna-summary-all.pdf
1727,2016,Norwegian American Hospital,1044 North Francisco Avenue,Chicago,60622,6,A-02,Cook,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,Jose R. Sanchez,CEO,(773) 292- 8204,JRSanchez@nahospital.org,4/10/17,Louis Tinajero,"Director, Fiscal Sevices",(773) 292 -8818,ltinajero@nahospital.org,Norwegian American Hospital,Noregian American Hopspital,,,Midwestern Emergency Group,,,Gary Krugel,CFO,4/7/17,https://www.nahospital.org/community-relations/
5439,2016,OSF Holy Family Medical Center,1000 West Harlem Ave,Monmouth,61462,2,C-03,Warren,Church-Related,,Critical Access Hospital,,,,,,Patricia Luker,CEO,309-734-1431,patricia.g.luker@osfhealthcare.org,3/16/17,Terri Springer,Vice President & CFO,309-734-1431,Theresa.L.Springer@osfhealthcare.org,OSF Healthcare System,OSF Healthcare System,,,,,,Theresa Springer,Vice President & CFO,3/16/17,https://www.osfhealthcare.org/about/community-health/
5942,2016,OSF Saint Anthony's Health Center,1 Saint Anthony's Way,Alton,62002,11,F-01,Madison,Church-Related,,,,General Hospital,,,,Ajay Pathak,President,618-474-4690,ajay.pathak@osfhealthcare.org,3/21/17,Sister M. Anselma Belongea,Chief Operating Officer,618-474-6107,sranselma.belongea@osfhealthcare.org,OSF Healthcare System,OSF Healthcare System,,,The Schumacher Group,"Regarding Page 3, all pediatric patients were under observation status.",,Sister M. Anselma Belongea,Chief Operating Officer,3/21/17,https://www.osfhealthcare.org/media/filer_public/11/1d/111d0b12-b9d0-45ce-909e-4f29c12da396/2016chna-alton-full.pdf
5520,2016,OSF Saint Elizabeth Medical Center,1100 East Norris Drive,Ottawa,61350-1687,2,C-02,LaSalle,Church-Related,,,,General Hospital,,,,Kenneth P Beutke,President,(815) 431-5456,Kenneth.P.Beutke@osfhealthcare.org,3/16/17,Wendi T Navarro,Administrative Assistant,(815) 431-5701,Wendi.T.Navarro@osfhealthcare.org,Ottawa Regional Hospital & Healthcare Center d/b/a,Ottawa Regional Hospital & Healthcare Center d/b/a,,,"Infinity MEDS, LLP",,,Kenneth P Beutke,President,3/16/17,HTTP://www.osfhealthcare.org/about/community-health-needs-assessment.html
2394,2016,OSF Saint Francis Medical Center,530 N E Glen Oak Avenue,Peoria,61637,2,C-01,Peoria,Church-Related,,,,General Hospital,,,,Michael A. Cruz M.D.,President,(309) 655-4239,mike.a.cruz@osfhealthcare.org,3/16/17,Robert Anderson,"SVP, Chief Operating Officer",(309) 655-7796,robert.g.anderson@osfhealthcare.org,OSF Healthcare System,OSF Healthcare System,,,,,,Robert Anderson,"SVP, Chief Operating Officer",3/16/17,http://www.osfsaintfrancis.org/about/community-health-needs-assessment.html
5264,2016,OSF Saint James John W. Albrecht Medical Center,2500 W. Reynoldss,Pontiac,61764-9774,4,D-02,Livingston,Church-Related,,,,General Hospital,,,,Bradley Solberg,President,815-842-2828 ext 3310,"bradley,v.solberg@osfhealthcare.org",3/16/17,Dona Tharp,Senior Financial Analyst,815-842-4943,dona.b.tharp@osfhealthcare.org,OSF Healthcare System,OSF Healthcare System,,,,,,Paula Corrigan,Entity CFO,3/16/17,http://www.osfsaintjames.org/about/community-health-needs-assessment.html
5926,2016,OSF Saint Luke Medical Center,"1051 W. South St., PO Box 747",Kewanee,61443,10,C-05,Henry,Church-Related,,Critical Access Hospital,,General Hospital,,,,Lynn Fulton,President,309-852-7500,Lynn.A.Fulton@osfhealthcare.org,3/23/17,John Bowser,"Vice President, Chief Financial Officer",,John.M.Bowser@osfhealthcare.org,OSF HEALTHCARE SYSTEM,OSF HEALTHCARE SYSTEM,,,EMERGENCY PHYSICIANS STAFFING SOLUTIONS,"Part I, Sections III and IIIA: The surgical and procedure hours are higher this year because we included the set-up and clean-up times, which was not available in prior years.    Part I, Section XI: Referral lab studies were not tracked in prior years and the 'studies performed under contract field' was populated with the total studies.",,Lynn Fulton,President,3/23/17,https://www.osfhealthcare.org/about/community-health/
3210,2016,Palos Community Hospital,12251 South 80th Avenue,Palos Heights,60463,7,A-04,Cook,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,"Terence Moisan, M.D.",President & CEO,708-923-5000,TMoisan@paloshealth.com,4/7/17,Cathy Amedeo,Health Data Analyst,708-923-4746,camedeo@paloshealth.com,Palos Community Hospital,Palos Community Hospital,,,,,,Catherine Amedeo,Health Data Analyst,4/7/17,http://paloscommunity.healthforecast.net/
1776,2016,Pana Community Hospital,101 East Ninth Street,Pana,62557,3,E-01,Christian,Not for Profit Corporation (Not Church-Related),,Critical Access Hospital,,,,,,Trina J. Casner,President and Chief Executive Officer,(217)562-6313,tcasner@panahospital.com,3/17/17,Luann Funk,Administrative Assistant/HR Manager,(217)562-2131,lfunk@panahospital.com,Pana Community Hospital Association,Pana Community Hospital Association,,,Emergency Consultants Inc.,,,Luann Funk,Administrative Assistant/HR Manager,3/17/17,http://www.panahospital.com/aboutus/CHNA_16.pdf
1784,2016,Paris Community Hospital,721 East Court Street,Paris,61944-2420,4,D-05,Edgar,Not for Profit Corporation (Not Church-Related),,Critical Access Hospital,,General Hospital,,,,Ollie Smith,President & CEO,217-466-4218,osmith@pchfmc.com,3/15/17,Lauren Stolz,Executive Assistant,217-466-4649,lstolz@pchfmc.com,"Hospital & Medical Foundation of Paris, Inc.","Hospital & Medical Foundation of Paris, Inc.",Ultra Group,,MEDS - Midwest Emergency Department Services,,,Lauren Stolz,Executive Assistant,3/15/17,https://www.pariscommunityhospital.com/media/1851/needs_assess2016.pdf
1792,2016,Passavant Area Hospital,1600 West Walnut Street,Jacksonville,62650,3,E-04,Morgan,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,Harry Schmidt,President & CEO,217-245-9541,Schmidt.Harry@mhsil.com,3/7/17,Whitney Fricke,Accountant,217-245-9541 ext. 3981,Fricke.Whitney@mhsil.com,Passavant Area Hospital,Passavant Area Hospital,,,Midwest Emergency Department Specialists. Ltd,,,Whitney Fricke,Accountant,3/7/17,www.passavanthospital.com/about-passavant/community-benefit-report-2/
1834,2016,Pekin Memorial Hospital,600 South 13th Street,Pekin,61554,2,C-01,Tazewell,Not for Profit Corporation (Not Church-Related),,,,General Hospital,,,,Bob J Haley,CEO,309-353-0796,bhaley@pekinhospital.com,3/24/17,Kelly Belless,Senior Accountant,309-353-0514,kbelless@pekinhospital.com,Pekin Memorial Hospital,Pekin Memorial Hospital,,Professional Therapy Services,Emergency Physician Staffing Solutions,,,Marcia Becker,Controller,3/24/17,http://www.pekinhospital.org/_data/files/CommunityHealthNeedsAssessment2.pdf
1883,2016,Perry Memorial Hospital,530 Park Avenue East,Princeton,61356,2,C-02,Bureau,Other Not For Profit (specify below),,Critical Access Hospital,,General Hospital,,,,Annette Schnabel,CEO,8158764497,aschnabel@perrymemorial.org,4/10/17,Bill Kloppe,Interim CFO,815-876-4497,wkloppe@perrymemorial.org,The Julia Rackley Perry Memorial Hospital,The Julia Rackley Perry Memorial Hospital,,Speech consultant,ECI Northern Illinois Emergency Physicians,,,Michael S. DeFoe,CFO,4/7/17,http://perrymemorial.org/wp-content/uploads/CNA.pdf
5975,2016,Pinckneyville Community Hospital,5383 State Route 154,Pinckneyville,62274,5,F-07,Perry,Hospital District,,Critical Access Hospital,,General Hospital,,,,"Randall W. Dauby, CPA",CEO/Administrator,618-357-5901,rdauby@pvillehosp.org,3/16/17,"Kara Jo Carson, MACC, CPA, CHFP","CFO, Compliance & HIPAA Privacy Officer",618-357-5902,kjcarson@pvillehosp.org,Pinckneyville Community Hospital,Pinckneyville Community Hospital,,,,"On page six of the survey, we wanted to clarify that we are a governmental district hospital and not a 501(c)(3) one.  Therefore, we are not required to complete a community health needs assessment (CHNA).  However, we did complete one in 2013...and will e-mail a copy to the address given.",,Kara Jo Carson,"CFO, Compliance & HIPAA Privacy Officer",3/16/17,
4861,2016,Presence Covenant Medical Center,1400 West Park Avenue,Urbana,61801,4,D-01,Champaign,Church-Related,,,,General Hospital,,,,Jared Rogers MD,CEO,217-337-2141,jared.rogers@presencehealth.org,3/24/17,Joseph Ferrero,Senior Financial Analyst,312-308-3203,joseph.ferrero@presencehealth.org,Presence Central and Suburban Hospitals Network,Presence Central and Suburban Hospitals Network,,"Rehabcare Group, Inc",EmCare,,,Helen Lennertz,System Manager Performance Tracking,3/24/17,https://www.presencehealth.org/about-presnece/community-reports
6023,2016,Presence Holy Family Hospital,100 North River Road,Des Plaines,60016-1278,7,A-07,Cook,Church-Related,,,Long-Term Acute Care Hospital (LTACH),,,,,Yolande Wilson-Stubbs,President & CEO,847-813-3164,yolande.wilson-stubbs@presencehealth.org,3/20/17,Jon Borkan,Senior Financial Analyst,312-308-3935,jonathon.borkan@presencehealth.org,Presence Chicago Hospitals Network,Presence Chicago Hospitals Network,,,,"The response for Question VIII A. 'Category of EMERGENCY Services' (page 9) was marked 'STANDBY.' This is not accurate as Holy Family Medical Center does not have a designated Emergency Room. However, 'N/A' was not an option.",,Helen Lennertz,"System Manager, Performance Tracking",3/20/17,http://www.presencehealth.org/about-presence/community-reports
4903,2016,Presence Mercy Medical Center,1325 North Highland Avenue,Aurora,60506-1458,8,A-12,Kane,Church-Related,,,,General Hospital,,,,Mike Brown,CEO,847-888-5474,michael.brown@presencehealth.org,3/24/17,Joseph Ferrero,Senior Financial Analyst,312-308-3203,joseph.ferrero@presencehealth.org,Presence Central and Suburban Hospitals Network,Presence Central and Suburban Hospitals Network,,RehabCare,,,,Helen Lennertz,System Manager Performance Tracking,3/24/17,http://presencehealth.org/about-presence/community-reports
